# x 	 y 
29	41
31	41
33	41
35	41
37	41
39	41


3	27
4	26
5	25
6	24
7	23
8	22


12	34
13	35
14	36
15	37
16	38
17	39


23	49
25	49
27	49
29	49
31	49
33	49


33	33
35	33
37	33
39	33
41	33
43	33


19	45
20	44
21	43
22	42
23	41
24	40


25	21
27	21
29	21
31	21
33	21
35	21


42	38
44	38
46	38
48	38
50	38


0	38


27	23
28	24
29	25
30	26
31	27
32	28


0	50
1	49
2	48
3	47
4	46
5	45


1	43
2	42
3	41
4	40
5	39
6	38


8	40
10	40
12	40
14	40
16	40
18	40


35	49
36	48
37	47
38	46
39	45
40	44


3	11
4	10
5	9
6	8
7	7
8	6


25	3
27	3
29	3
31	3
33	3
35	3


40	50
41	49
42	48
43	47
44	46
45	45


11	41
13	41
15	41
17	41
19	41
21	41


44	32
45	33
46	34
47	35
48	36
49	37


11	5
12	4
13	3
14	2
15	1
16	0


41	29
42	28
43	27
44	26
45	25
46	24


48	48
49	47
50	46


0	46
1	45
2	44
3	43


42	2
43	3
44	4
45	5
46	6
47	7


24	42
25	41
26	40
27	39
28	38
29	37


22	18
24	18
26	18
28	18
30	18
32	18


5	41
6	40
7	39
8	38
9	37
10	36


6	18
8	18
10	18
12	18
14	18
16	18


20	48
21	47
22	46
23	45
24	44
25	43


27	1
29	1
31	1
33	1
35	1
37	1


10	22
11	23
12	24
13	25
14	26
15	27


29	9
30	8
31	7
32	6
33	5
34	4


0	16
2	16
4	16
6	16
8	16
10	16


23	35
24	34
25	33
26	32
27	31
28	30


49	27
50	26


0	26
1	25
2	24
3	23
4	22


37	17
39	17
41	17
43	17
45	17
47	17


7	45
9	45
11	45
13	45
15	45
17	45


25	47
26	46
27	45
28	44
29	43
30	42


29	35
31	35
33	35
35	35
37	35
39	35


28	10
30	10
32	10
34	10
36	10
38	10


20	28
22	28
24	28
26	28
28	28
30	28


15	15
16	16
17	17
18	18
19	19
20	20


9	33
10	32
11	31
12	30
13	29
14	28


20	14
22	14
24	14
26	14
28	14
30	14


48	6
50	6


0	6
2	6
4	6
6	6


20	2
21	3
22	4
23	5
24	6
25	7


43	31
45	31
47	31
49	31
50	31


0	31
1	31
3	31


12	22
13	23
14	24
15	25
16	26
17	27


18	12
19	11
20	10
21	9
22	8
23	7


46	46
47	45
48	44
49	43
50	42


0	42
1	41


2	50
4	50
6	50
8	50
10	50
12	50


22	50
24	50
26	50
28	50
30	50
32	50


35	37
37	37
39	37
41	37
43	37
45	37


43	5
44	6
45	7
46	8
47	9
48	10


36	14
38	14
40	14
42	14
44	14
46	14


11	33
13	33
15	33
17	33
19	33
21	33


35	13
37	13
39	13
41	13
43	13
45	13


22	16
24	16
26	16
28	16
30	16
32	16


48	2
50	2


0	2
2	2
4	2
6	2


38	18
39	19
40	20
41	21
42	22
43	23


7	9
9	9
11	9
13	9
15	9
17	9


31	23
32	24
33	25
34	26
35	27
36	28


5	17
7	17
9	17
11	17
13	17
15	17


39	5
40	6
41	7
42	8
43	9
44	10


17	29
18	28
19	27
20	26
21	25
22	24


13	21
15	21
17	21
19	21
21	21
23	21


1	35
3	35
5	35
7	35
9	35
11	35


14	8
15	7
16	6
17	5
18	4
19	3


30	38
32	38
34	38
36	38
38	38
40	38


26	12
28	12
30	12
32	12
34	12
36	12


3	49
5	49
7	49
9	49
11	49
13	49


46	2
47	1
48	0


48	50
49	49
50	48


0	48
1	47


3	29
4	30
5	31
6	32
7	33
8	34


42	44
43	43
44	42
45	41
46	40
47	39


36	16
38	16
40	16
42	16
44	16
46	16


14	4
15	3
16	2
17	1
18	0


18	50
19	49


26	34
27	33
28	32
29	31
30	30
31	29


39	29
40	28
41	27
42	26
43	25
44	24


42	46
43	45
44	44
45	43
46	42
47	41


2	28
4	28
6	28
8	28
10	28
12	28


14	30
16	30
18	30
20	30
22	30
24	30


39	11
41	11
43	11
45	11
47	11
49	11


28	0
30	0
32	0
34	0
36	0
38	0


48	34
50	34


0	34
2	34
4	34
6	34


44	18
45	19
46	20
47	21
48	22
49	23


35	5
36	6
37	7
38	8
39	9
40	10


6	10
7	11
8	12
9	13
10	14
11	15


40	2
41	1
42	0


42	50
43	49
44	48
45	47


37	5
38	6
39	7
40	8
41	9
42	10


36	30
38	30
40	30
42	30
44	30
46	30


22	34
23	33
24	32
25	31
26	30
27	29


37	45
38	44
39	43
40	42
41	41
42	40


4	20
6	20
8	20
10	20
12	20
14	20


21	19
23	19
25	19
27	19
29	19
31	19


36	20
37	21
38	22
39	23
40	24
41	25


16	36
18	36
20	36
22	36
24	36
26	36


30	34
32	34
34	34
36	34
38	34
40	34


8	42
10	42
12	42
14	42
16	42
18	42


21	11
23	11
25	11
27	11
29	11
31	11


49	9
50	10


0	10
1	11
2	12
3	13
4	14


8	48
10	48
12	48
14	48
16	48
18	48


47	5
49	5
50	5


0	5
1	5
3	5
5	5
7	5


16	4
17	3
18	2
19	1
20	0


20	50
21	49


25	9
26	8
27	7
28	6
29	5
30	4


5	43
7	43
9	43
11	43
13	43
15	43


49	41
50	40


0	40
1	39
2	38
3	37
4	36


34	16
35	17
36	18
37	19
38	20
39	21


6	44
8	44
10	44
12	44
14	44
16	44


