# x 	 y 
0	0
50	0


0	1
50	1


0	2
50	2


0	3
50	3


0	4
50	4


0	5
50	5


0	6
50	6


0	7
50	7


0	8
50	8


0	9
50	9


0	10
50	10


0	11
50	11


0	12
50	12


0	13
50	13


0	14
50	14


0	15
50	15


0	16
50	16


0	17
50	17


0	18
50	18


0	19
50	19


0	20
50	20


0	21
50	21


0	22
50	22


0	23
50	23


0	24
50	24


0	25
50	25


0	26
50	26


0	27
50	27


0	28
50	28


0	29
50	29


0	30
50	30


0	31
50	31


0	32
50	32


0	33
50	33


0	34
50	34


0	35
50	35


0	36
50	36


0	37
50	37


0	38
50	38


0	39
50	39


0	40
50	40


0	41
50	41


0	42
50	42


0	43
50	43


0	44
50	44


0	45
50	45


0	46
50	46


0	47
50	47


0	48
50	48


0	49
50	49


0	50
50	50


2	0
50	48


2	0
0	2


4	0
50	46


4	0
0	4


6	0
50	44


6	0
0	6


8	0
50	42


8	0
0	8


10	0
50	40


10	0
0	10


12	0
50	38


12	0
0	12


14	0
50	36


14	0
0	14


16	0
50	34


16	0
0	16


18	0
50	32


18	0
0	18


20	0
50	30


20	0
0	20


22	0
50	28


22	0
0	22


24	0
50	26


24	0
0	24


26	0
50	24


26	0
0	26


28	0
50	22


28	0
0	28


30	0
50	20


30	0
0	30


32	0
50	18


32	0
0	32


34	0
50	16


34	0
0	34


36	0
50	14


36	0
0	36


38	0
50	12


38	0
0	38


40	0
50	10


40	0
0	40


42	0
50	8


42	0
0	42


44	0
50	6


44	0
0	44


46	0
50	4


46	0
0	46


48	0
50	2


48	0
0	48


50	50
0	0


50	50
50	50


48	50
0	2


48	50
50	48


46	50
0	4


46	50
50	46


44	50
0	6


44	50
50	44


42	50
0	8


42	50
50	42


40	50
0	10


40	50
50	40


38	50
0	12


38	50
50	38


36	50
0	14


36	50
50	36


34	50
0	16


34	50
50	34


32	50
0	18


32	50
50	32


30	50
0	20


30	50
50	30


28	50
0	22


28	50
50	28


26	50
0	24


26	50
50	26


24	50
0	26


24	50
50	24


22	50
0	28


22	50
50	22


20	50
0	30


20	50
50	20


18	50
0	32


18	50
50	18


16	50
0	34


16	50
50	16


14	50
0	36


14	50
50	14


12	50
0	38


12	50
50	12


10	50
0	40


10	50
50	10


8	50
0	42


8	50
50	8


6	50
0	44


6	50
50	6


4	50
0	46


4	50
50	4


2	50
0	48


2	50
50	2


0	50
0	50


0	50
50	0


